dataset,method,seed,best_quality,best_config_id,n_unique,n_duplicates,spent_cpu_seconds,checkpoint_0.25,checkpoint_0.5,checkpoint_1.0
ml100k,hyperband,25,0.074058334296324,als|factors=128;epochs=15;regularisation=0.1;alpha=1.0|frac=1.0,38,0,155.3173363095238,0.071591332341315,0.071591332341315,0.074058334296324
ml100k,sm2,25,0.074037910052365,als|factors=64;epochs=30;regularisation=0.1;alpha=1.0|frac=1.0,57,0,148.84375,0.06668615609364,0.074037910052365,0.074037910052365
ml100k,bocs,25,0.071761985997885,als|factors=128;epochs=5;regularisation=0.01;alpha=1.0|frac=1.0,38,0,144.42169481167238,0.060913479685166,0.07139672607283,0.071761985997885
ml100k,fmqa,25,0.077551795194721,als|factors=64;epochs=5;regularisation=0.01;alpha=1.0|frac=1.0,67,0,145.4688903233049,0.076887166977308,0.077551795194721,0.077551795194721
ml100k,grid,26,0.073827224517497,itemknn|topk=10;shrink=0.0|frac=1.0,99,0,146.90148918167347,0.073827224517497,0.073827224517497,0.073827224517497
ml100k,random,26,0.073251714964692,als|factors=128;epochs=30;regularisation=0.001;alpha=1.0|frac=1.0,45,2,147.7201924066382,0.07139672607283,0.073251714964692,0.073251714964692
ml100k,tpe,26,0.079031009902108,als|factors=64;epochs=5;regularisation=0.1;alpha=1.0|frac=1.0,75,210,145.86329950676503,0.07889310261079,0.078916562402482,0.079031009902108
ml100k,successive_halving,26,0.079068094664324,als|factors=32;epochs=15;regularisation=0.01;alpha=1.0|frac=1.0,42,0,144.41666666666669,0.076822288397693,0.076822288397693,0.079068094664324
ml100k,hyperband,26,0.079475733232263,als|factors=32;epochs=30;regularisation=0.1;alpha=1.0|frac=1.0,43,0,145.04166666666669,0.079475733232263,0.079475733232263,0.079475733232263
ml100k,sm2,26,0.078775994455641,als|factors=32;epochs=30;regularisation=0.001;alpha=1.0|frac=1.0,58,0,145.2766578241687,0.071838450263929,0.074367503565843,0.078775994455641
ml100k,bocs,26,0.077170461291231,als|factors=32;epochs=5;regularisation=0.01;alpha=1.0|frac=1.0,33,0,144.2734375,0.070628465830239,0.070628465830239,0.077170461291231
ml100k,fmqa,26,0.078775994455641,als|factors=32;epochs=30;regularisation=0.001;alpha=1.0|frac=1.0,64,0,147.22415016881524,0.078775994455641,0.078775994455641,0.078775994455641
ml100k,grid,27,0.073827224517497,itemknn|topk=10;shrink=0.0|frac=1.0,99,0,146.93273918167347,0.073827224517497,0.073827224517497,0.073827224517497
ml100k,random,27,0.074800464349429,als|factors=128;epochs=15;regularisation=0.001;alpha=1.0|frac=1.0,52,5,146.2578125,0.066444940804344,0.074800464349429,0.074800464349429
ml100k,tpe,27,0.079068094664324,als|factors=32;epochs=15;regularisation=0.01;alpha=1.0|frac=1.0,77,240,147.79782331628886,0.076887166977308,0.07889310261079,0.079068094664324
ml100k,successive_halving,27,0.076887166977308,markov|order=1;smoothing=0.5;decay=false|frac=1.0,46,0,151.00665073997158,0.066208573956877,0.076887166977308,0.076887166977308
ml100k,hyperband,27,0.074058334296324,als|factors=128;epochs=15;regularisation=0.1;alpha=1.0|frac=1.0,46,0,152.875,0.07139672607283,0.07139672607283,0.074058334296324
ml100k,sm2,27,0.078775994455641,als|factors=32;epochs=30;regularisation=0.001;alpha=1.0|frac=1.0,59,0,150.36848958333331,0.078775994455641,0.078775994455641,0.078775994455641
ml100k,bocs,27,0.079068094664324,als|factors=32;epochs=15;regularisation=0.01;alpha=1.0|frac=1.0,35,0,144.43359375,0.068330400778009,0.069552013233104,0.079068094664324
ml100k,fmqa,27,0.078775994455641,als|factors=32;epochs=30;regularisation=0.001;alpha=1.0|frac=1.0,64,0,145.93191964285717,0.074281958945344,0.078775994455641,0.078775994455641
ml100k,grid,28,0.073827224517497,itemknn|topk=10;shrink=0.0|frac=1.0,99,0,146.90148918167347,0.073827224517497,0.073827224517497,0.073827224517497
ml100k,random,28,0.072130893278926,als|factors=16;epochs=15;regularisation=0.001;alpha=1.0|frac=1.0,28,0,148.0811011904762,0.062843281149695,0.072130893278926,0.072130893278926
ml100k,tpe,28,0.076887166977308,markov|order=1;smoothing=0.5;decay=false|frac=1.0,82,494,144.27164132631725,0.069934877014981,0.076887166977308,0.076887166977308
ml100k,successive_halving,28,0.079475733232263,als|factors=32;epochs=30;regularisation=0.1;alpha=1.0|frac=1.0,52,0,146.5282738095238,0.07889310261079,0.079475733232263,0.079475733232263
ml100k,hyperband,28,0.078916562402482,als|factors=32;epochs=15;regularisation=0.001;alpha=1.0|frac=1.0,49,0,147.27969124907713,0.07139672607283,0.071759479563012,0.078916562402482
ml100k,sm2,28,0.079031009902108,als|factors=64;epochs=5;regularisation=0.1;alpha=1.0|frac=1.0,58,0,151.1554487179487,0.077170461291231,0.079031009902108,0.079031009902108
ml100k,bocs,28,0.074800464349429,als|factors=128;epochs=15;regularisation=0.001;alpha=1.0|frac=1.0,43,0,146.36197916666666,0.071838450263929,0.071838450263929,0.074800464349429
ml100k,fmqa,28,0.076887166977308,markov|order=1;smoothing=0.5;decay=false|frac=1.0,53,0,146.40022696336285,0.058432599235333,0.074367503565843,0.076887166977308
ml100k,grid,29,0.073827224517497,itemknn|topk=10;shrink=0.0|frac=1.0,99,0,146.97961418167347,0.073827224517497,0.073827224517497,0.073827224517497
ml100k,random,29,0.078775994455641,als|factors=32;epochs=30;regularisation=0.001;alpha=1.0|frac=1.0,50,2,144.94791666666666,0.071405635939778,0.073276216141044,0.078775994455641
ml100k,tpe,29,0.079031009902108,als|factors=64;epochs=5;regularisation=0.1;alpha=1.0|frac=1.0,69,255,146.44445793167347,0.077551795194721,0.077551795194721,0.079031009902108
ml100k,successive_halving,29,0.077551795194721,als|factors=64;epochs=5;regularisation=0.01;alpha=1.0|frac=1.0,47,0,150.52380952380952,0.072202953637077,0.076769272305744,0.077551795194721
ml100k,hyperband,29,0.076887166977308,markov|order=1;smoothing=0.1;decay=false|frac=1.0,45,0,145.18038013676392,0.063636899302233,0.076887166977308,0.076887166977308
ml100k,sm2,29,0.074281958945344,als|factors=64;epochs=15;regularisation=0.001;alpha=1.0|frac=1.0,43,0,147.12630208333334,0.071679297159898,0.071679297159898,0.074281958945344
ml100k,bocs,29,0.074058334296324,als|factors=128;epochs=15;regularisation=0.1;alpha=1.0|frac=1.0,38,0,145.13151041666666,0.074058334296324,0.074058334296324,0.074058334296324
ml100k,fmqa,29,0.079031009902108,als|factors=64;epochs=5;regularisation=0.1;alpha=1.0|frac=1.0,55,0,145.15469124907713,0.078916562402482,0.079031009902108,0.079031009902108
