family,epochs,data_fraction,seed,param.factors,param.regularisation,param.alpha,train_cpu_seconds,train_wall_seconds,val_ndcg_at_10,val_recall_at_10,param.latent,param.hidden,param.dropout
als,15,1.0,1,64.0,0.1,40.0,0.625,0.6172508000017842,0.07538406494311342,0.15812917594654788,,,
als,30,1.0,0,64.0,0.1,40.0,1.21875,1.2302691000004415,0.08148159076731898,0.16481069042316257,,,
als,30,1.0,1,64.0,0.1,40.0,1.28125,1.2829624999976659,0.0799620792074199,0.15812917594654788,,,
als,5,0.25,0,128.0,0.001,1.0,0.59375,0.5864146999992954,0.04590030041799783,0.08908685968819599,,,
als,5,0.25,1,128.0,0.001,1.0,0.578125,0.584483700000419,0.04650711067296393,0.08240534521158129,,,
als,15,0.25,0,128.0,0.001,1.0,1.765625,1.7632267000008142,0.037117756639192555,0.08685968819599109,,,
als,15,0.25,1,128.0,0.001,1.0,1.71875,1.7439478999986022,0.046621411119292994,0.08463251670378619,,,
als,30,0.25,0,128.0,0.001,1.0,3.484375,3.495090899999923,0.0334273926903953,0.0757238307349666,,,
als,30,0.25,1,128.0,0.001,1.0,3.46875,3.4804617000008875,0.03710069375724351,0.07349665924276169,,,
als,5,0.5,0,128.0,0.001,1.0,0.546875,0.539301599997998,0.017905350756073486,0.035634743875278395,,,
als,5,0.5,1,128.0,0.001,1.0,0.546875,0.5501643000025069,0.016639350912925555,0.035634743875278395,,,
als,15,0.5,0,128.0,0.001,1.0,1.640625,1.6375914999989618,0.02011102573598622,0.0378619153674833,,,
als,15,0.5,1,128.0,0.001,1.0,1.640625,1.6532153000007384,0.02092179284293513,0.044543429844097995,,,
als,30,0.5,0,128.0,0.001,1.0,3.234375,3.247806199997285,0.022838433864731625,0.044543429844097995,,,
als,30,0.5,1,128.0,0.001,1.0,3.265625,3.2628144999980577,0.02123090171837066,0.042316258351893093,,,
als,5,1.0,0,128.0,0.001,1.0,0.546875,0.5611462999986543,0.026948145484959257,0.062360801781737196,,,
als,5,1.0,1,128.0,0.001,1.0,0.578125,0.5700546999978542,0.023238442945542764,0.051224944320712694,,,
als,15,1.0,0,128.0,0.001,1.0,1.765625,1.7657900999984122,0.028727716601966848,0.053452115812917596,,,
als,15,1.0,1,128.0,0.001,1.0,1.78125,1.7685695000000123,0.026231407423557267,0.053452115812917596,,,
als,30,1.0,0,128.0,0.001,1.0,3.546875,3.5647535999996762,0.02587387510039345,0.053452115812917596,,,
als,30,1.0,1,128.0,0.001,1.0,3.921875,3.923035700001492,0.02611540298436514,0.051224944320712694,,,
als,5,0.25,0,128.0,0.001,10.0,0.671875,0.6811202000026242,0.07655070819727124,0.13140311804008908,,,
als,5,0.25,1,128.0,0.001,10.0,0.75,0.7398104999992938,0.06167238212262903,0.10467706013363029,,,
als,15,0.25,0,128.0,0.001,10.0,2.21875,2.2484344000004057,0.058263362353705765,0.1091314031180401,,,
als,15,0.25,1,128.0,0.001,10.0,2.171875,2.190541399999347,0.05376790889455745,0.09799554565701558,,,
als,30,0.25,0,128.0,0.001,10.0,4.421875,4.419034400001692,0.05312276622325573,0.1091314031180401,,,
als,30,0.25,1,128.0,0.001,10.0,4.265625,4.28007609999986,0.04747985421141844,0.0935412026726058,,,
als,5,0.5,0,128.0,0.001,10.0,0.71875,0.7499491999988095,0.0329065174609184,0.060133630289532294,,,
als,5,0.5,1,128.0,0.001,10.0,0.671875,0.6716708999992989,0.033020368717742596,0.0779510022271715,,,
als,15,0.5,0,128.0,0.001,10.0,2.0,2.0003251999987697,0.024777576305303625,0.051224944320712694,,,
als,15,0.5,1,128.0,0.001,10.0,2.015625,2.0057200999981433,0.02350252618568122,0.051224944320712694,,,
als,30,0.5,0,128.0,0.001,10.0,4.015625,4.034738100002869,0.024590159665948613,0.053452115812917596,,,
als,30,0.5,1,128.0,0.001,10.0,4.046875,4.110060499999236,0.019129859789839027,0.0378619153674833,,,
als,5,1.0,0,128.0,0.001,10.0,0.640625,0.6554946000032942,0.032033040251269275,0.066815144766147,,,
als,5,1.0,1,128.0,0.001,10.0,0.65625,0.6566705999975966,0.023125889814075866,0.04899777282850779,,,
als,15,1.0,0,128.0,0.001,10.0,1.984375,1.9712975000002189,0.025415519556081265,0.04899777282850779,,,
als,15,1.0,1,128.0,0.001,10.0,2.03125,2.038181699997949,0.025274905185422,0.051224944320712694,,,
als,30,1.0,0,128.0,0.001,10.0,4.109375,4.115361700001813,0.02316851810642567,0.04899777282850779,,,
als,30,1.0,1,128.0,0.001,10.0,4.15625,4.205324499998824,0.02544357890256237,0.053452115812917596,,,
als,5,0.25,0,128.0,0.001,40.0,0.703125,0.6975799000028928,0.0807359655062871,0.1403118040089087,,,
als,5,0.25,1,128.0,0.001,40.0,0.703125,0.7013654000002134,0.07420274548899763,0.1291759465478842,,,
als,15,0.25,0,128.0,0.001,40.0,2.03125,2.0233093999995617,0.07658005877500751,0.13808463251670378,,,
als,15,0.25,1,128.0,0.001,40.0,2.0625,2.0629810000027646,0.06786908334314327,0.11804008908685969,,,
als,30,0.25,0,128.0,0.001,40.0,4.75,4.891222700000071,0.06900832186386893,0.1358574610244989,,,
als,30,0.25,1,128.0,0.001,40.0,4.390625,4.407123500001035,0.0653582131447054,0.11804008908685969,,,
als,5,0.5,0,128.0,0.001,40.0,0.640625,0.6460499999993772,0.04877549041581455,0.09131403118040089,,,
als,5,0.5,1,128.0,0.001,40.0,0.625,0.6340490000002319,0.04829578952249089,0.10022271714922049,,,
als,15,0.5,0,128.0,0.001,40.0,1.875,1.8965224999992643,0.04267767183165467,0.09131403118040089,,,
als,15,0.5,1,128.0,0.001,40.0,1.90625,1.8976990000010119,0.04119794385087205,0.09799554565701558,,,
als,30,0.5,0,128.0,0.001,40.0,3.78125,3.7818989000006695,0.03474564711836797,0.07349665924276169,,,
als,30,0.5,1,128.0,0.001,40.0,3.75,3.751731699998345,0.02771353283571215,0.060133630289532294,,,
als,5,1.0,0,128.0,0.001,40.0,0.65625,0.649587199997768,0.04540702922501405,0.0957683741648107,,,
als,5,1.0,1,128.0,0.001,40.0,0.640625,0.6413250000005064,0.029720089314215856,0.066815144766147,,,
als,15,1.0,0,128.0,0.001,40.0,1.921875,1.9323956000007456,0.03300720186604303,0.0757238307349666,,,
als,15,1.0,1,128.0,0.001,40.0,1.96875,1.9558041999989655,0.02701372309582186,0.05790645879732739,,,
als,30,1.0,0,128.0,0.001,40.0,3.859375,3.8584154000018316,0.02409280139487224,0.051224944320712694,,,
als,30,1.0,1,128.0,0.001,40.0,4.328125,4.473842999999761,0.023490196454845395,0.051224944320712694,,,
als,5,0.25,0,128.0,0.01,1.0,0.921875,0.937675199998921,0.051762017190588885,0.10690423162583519,,,
als,5,0.25,1,128.0,0.01,1.0,0.953125,1.032417099999293,0.04315813706021141,0.0935412026726058,,,
als,15,0.25,0,128.0,0.01,1.0,2.34375,2.3799056000025303,0.04310834920653417,0.10022271714922049,,,
als,15,0.25,1,128.0,0.01,1.0,1.984375,1.996671000000788,0.04155875643974956,0.08908685968819599,,,
als,30,0.25,0,128.0,0.01,1.0,3.984375,4.02790079999977,0.04576229162136724,0.10690423162583519,,,
als,30,0.25,1,128.0,0.01,1.0,4.3125,4.362021599998116,0.043177583859477446,0.0957683741648107,,,
als,5,0.5,0,128.0,0.01,1.0,0.8125,0.8315333999998984,0.018449736237690886,0.0378619153674833,,,
als,5,0.5,1,128.0,0.01,1.0,0.84375,0.841891799998848,0.016639350912925555,0.0378619153674833,,,
als,15,0.5,0,128.0,0.01,1.0,2.421875,2.4649135999970895,0.020055224099213034,0.0378619153674833,,,
als,15,0.5,1,128.0,0.01,1.0,2.09375,2.098431400001573,0.02101084068871216,0.044543429844097995,,,
als,30,0.5,0,128.0,0.01,1.0,4.3125,4.32058379999944,0.022838433864731625,0.044543429844097995,,,
als,30,0.5,1,128.0,0.01,1.0,3.796875,3.81641049999962,0.02190134714301204,0.044543429844097995,,,
als,5,1.0,0,128.0,0.01,1.0,0.640625,0.6471433999977307,0.025663409490585692,0.05790645879732739,,,
als,5,1.0,1,128.0,0.01,1.0,0.640625,0.6474512999993749,0.022567997520901384,0.04899777282850779,,,
als,15,1.0,0,128.0,0.01,1.0,1.984375,1.9783258999996178,0.028549530811074524,0.0556792873051225,,,
als,15,1.0,1,128.0,0.01,1.0,1.96875,1.9683711999969091,0.026263556379284993,0.053452115812917596,,,
als,30,1.0,0,128.0,0.01,1.0,4.25,4.309873300000618,0.02577627209184367,0.053452115812917596,,,
als,30,1.0,1,128.0,0.01,1.0,3.921875,3.936837799999921,0.026687254852179255,0.053452115812917596,,,
als,5,0.25,0,128.0,0.01,10.0,0.71875,0.72510229999898,0.06801174754805188,0.1291759465478842,,,
als,5,0.25,1,128.0,0.01,10.0,0.71875,0.7163887999995495,0.04739555298442925,0.08685968819599109,,,
als,15,0.25,0,128.0,0.01,10.0,2.1875,2.193588300000556,0.051862743257450404,0.10467706013363029,,,
als,15,0.25,1,128.0,0.01,10.0,2.09375,2.096059999999852,0.046618851081216994,0.08685968819599109,,,
als,30,0.25,0,128.0,0.01,10.0,4.8125,4.980124999998225,0.031246758527798606,0.07349665924276169,,,
als,30,0.25,1,128.0,0.01,10.0,4.90625,4.987741000000824,0.02896508548849168,0.062360801781737196,,,
als,5,0.5,0,128.0,0.01,10.0,0.65625,0.6570218999986537,0.03622388575767127,0.07126948775055679,,,
als,5,0.5,1,128.0,0.01,10.0,0.65625,0.6569452000003366,0.04843013945675104,0.10244988864142539,,,
als,15,0.5,0,128.0,0.01,10.0,1.9375,1.9356856999984302,0.021336358171671333,0.044543429844097995,,,
als,15,0.5,1,128.0,0.01,10.0,1.921875,1.9265519000000495,0.02030644335772577,0.042316258351893093,,,
als,30,0.5,0,128.0,0.01,10.0,3.859375,3.8634111000028497,0.023727026790386983,0.051224944320712694,,,
als,30,0.5,1,128.0,0.01,10.0,4.546875,4.551372699999774,0.019177318047075443,0.0400890868596882,,,
als,5,1.0,0,128.0,0.01,10.0,0.6875,0.6831566000000748,0.02789670407271465,0.0645879732739421,,,
als,5,1.0,1,128.0,0.01,10.0,0.65625,0.653515799996967,0.030416570333041553,0.06904231625835189,,,
als,15,1.0,0,128.0,0.01,10.0,1.953125,1.9493638999992982,0.02567497361498931,0.051224944320712694,,,
als,15,1.0,1,128.0,0.01,10.0,1.96875,1.9668621000018902,0.024473153446450173,0.044543429844097995,,,
als,30,1.0,0,128.0,0.01,10.0,4.1875,4.224368099999992,0.02234952567819065,0.0467706013363029,,,
als,30,1.0,1,128.0,0.01,10.0,3.90625,3.9091742999989947,0.024249494973665752,0.04899777282850779,,,
als,5,0.25,0,128.0,0.01,40.0,0.6875,0.6775514999972074,0.07307063142745733,0.1403118040089087,,,
als,5,0.25,1,128.0,0.01,40.0,0.6875,0.6864017000007152,0.06866348672964516,0.12694877505567928,,,
als,15,0.25,0,128.0,0.01,40.0,2.140625,2.1532050000023446,0.0623375730990877,0.12472160356347439,,,
als,15,0.25,1,128.0,0.01,40.0,2.015625,2.019495900000038,0.05959049871219846,0.10690423162583519,,,
als,30,0.25,0,128.0,0.01,40.0,4.046875,4.065838599999552,0.04305950109784091,0.08463251670378619,,,
als,30,0.25,1,128.0,0.01,40.0,4.1875,4.189850700000534,0.045457386291831645,0.08463251670378619,,,
als,5,0.5,0,128.0,0.01,40.0,0.671875,0.6625582000015129,0.056332055659621155,0.10467706013363029,,,
als,5,0.5,1,128.0,0.01,40.0,0.640625,0.629966799999238,0.07820241396759142,0.14699331848552338,,,
als,15,0.5,0,128.0,0.01,40.0,1.90625,1.9104469000012614,0.03569836493601928,0.07126948775055679,,,
als,15,0.5,1,128.0,0.01,40.0,1.90625,1.9196319000002404,0.04366803497121675,0.08908685968819599,,,
als,30,0.5,0,128.0,0.01,40.0,3.78125,3.80350560000079,0.022514088934083742,0.04899777282850779,,,
als,30,0.5,1,128.0,0.01,40.0,3.84375,3.8408605999975407,0.023773229327809325,0.053452115812917596,,,
als,5,1.0,0,128.0,0.01,40.0,0.65625,0.6666168999981892,0.05607814612242786,0.12249443207126949,,,
als,5,1.0,1,128.0,0.01,40.0,0.640625,0.6487459999989369,0.04924678441168574,0.111358574610245,,,
als,15,1.0,0,128.0,0.01,40.0,1.96875,1.9738838999983273,0.02842319496395516,0.0645879732739421,,,
als,15,1.0,1,128.0,0.01,40.0,1.96875,1.9821580999996513,0.02915309139088145,0.060133630289532294,,,
als,30,1.0,0,128.0,0.01,40.0,3.890625,3.8980092000019795,0.02329926061898066,0.04899777282850779,,,
als,30,1.0,1,128.0,0.01,40.0,3.921875,3.9170814999997674,0.02329507503729421,0.042316258351893093,,,
als,5,0.25,0,128.0,0.1,1.0,0.671875,0.671129700000165,0.06192890538708913,0.13808463251670378,,,
als,5,0.25,1,128.0,0.1,1.0,0.65625,0.6614273999985016,0.06219666809563254,0.1358574610244989,,,
als,15,0.25,0,128.0,0.1,1.0,2.03125,2.0246818000014173,0.08413998800311936,0.1870824053452116,,,
als,15,0.25,1,128.0,0.1,1.0,2.015625,2.0311417000011716,0.08959102907185387,0.20044543429844097,,,
als,30,0.25,0,128.0,0.1,1.0,4.03125,4.032011099996453,0.08152642071844243,0.1759465478841871,,,
als,30,0.25,1,128.0,0.1,1.0,3.96875,4.004490999999689,0.0854085376236944,0.1870824053452116,,,
als,5,0.5,0,128.0,0.1,1.0,0.640625,0.6273961000006238,0.024623479741942032,0.04899777282850779,,,
als,5,0.5,1,128.0,0.1,1.0,0.609375,0.6343156000002637,0.022992298433189243,0.053452115812917596,,,
als,15,0.5,0,128.0,0.1,1.0,1.90625,1.911058999998204,0.03510420657962373,0.07349665924276169,,,
als,15,0.5,1,128.0,0.1,1.0,1.9375,1.9377775000029942,0.032677229047597796,0.07349665924276169,,,
als,30,0.5,0,128.0,0.1,1.0,3.8125,3.8139694000019517,0.03871443704012797,0.08240534521158129,,,
als,30,0.5,1,128.0,0.1,1.0,3.828125,3.8440852999992785,0.037739755360679486,0.08463251670378619,,,
als,5,1.0,0,128.0,0.1,1.0,0.671875,0.66366890000063,0.030053018798594483,0.07126948775055679,,,
als,5,1.0,1,128.0,0.1,1.0,0.671875,0.6666810999995505,0.023787666317887184,0.053452115812917596,,,
als,15,1.0,0,128.0,0.1,1.0,1.984375,1.9951784999975644,0.030026664644572983,0.060133630289532294,,,
als,15,1.0,1,128.0,0.1,1.0,1.984375,1.9733792999977595,0.02874553057211468,0.060133630289532294,,,
als,30,1.0,0,128.0,0.1,1.0,4.765625,4.8669766999992135,0.031075720944981684,0.0645879732739421,,,
als,30,1.0,1,128.0,0.1,1.0,4.15625,4.156460700000025,0.03134446456184691,0.06904231625835189,,,
als,5,0.25,0,128.0,0.1,10.0,0.765625,0.7629419000004418,0.07306334146360785,0.133630289532294,,,
als,5,0.25,1,128.0,0.1,10.0,0.78125,0.7903673000000708,0.06327252334920323,0.12249443207126949,,,
als,15,0.25,0,128.0,0.1,10.0,2.28125,2.3059749999993073,0.060341123549329724,0.11804008908685969,,,
als,15,0.25,1,128.0,0.1,10.0,2.359375,2.3583197000007203,0.05841876033936698,0.11358574610244988,,,
als,30,0.25,0,128.0,0.1,10.0,4.0625,4.053690799999458,0.06675155162421642,0.1358574610244989,,,
als,30,0.25,1,128.0,0.1,10.0,4.03125,4.026266300003044,0.062015611259355743,0.133630289532294,,,
als,5,0.5,0,128.0,0.1,10.0,0.671875,0.6653198999993037,0.049730536949768755,0.09799554565701558,,,
als,5,0.5,1,128.0,0.1,10.0,0.640625,0.6457337000028929,0.05189227468924459,0.10467706013363029,,,
als,15,0.5,0,128.0,0.1,10.0,2.09375,2.1030799000000115,0.022652218936196847,0.0467706013363029,,,
als,15,0.5,1,128.0,0.1,10.0,2.09375,2.1261945000005653,0.02188307669678062,0.051224944320712694,,,
als,30,0.5,0,128.0,0.1,10.0,3.96875,4.00707390000025,0.024421655449614096,0.051224944320712694,,,
als,30,0.5,1,128.0,0.1,10.0,4.484375,4.5153740999994625,0.02217974363659181,0.04899777282850779,,,
als,5,1.0,0,128.0,0.1,10.0,0.8125,0.8839842000015778,0.03483156872580318,0.0757238307349666,,,
als,5,1.0,1,128.0,0.1,10.0,0.828125,0.8138479000008374,0.0432135867500477,0.08685968819599109,,,
als,15,1.0,0,128.0,0.1,10.0,2.515625,2.555782999999792,0.02961691401975463,0.05790645879732739,,,
als,15,1.0,1,128.0,0.1,10.0,2.5,2.5814767999981996,0.02760363482622796,0.0556792873051225,,,
als,30,1.0,0,128.0,0.1,10.0,5.40625,5.528988500002015,0.024562798731300933,0.053452115812917596,,,
als,30,1.0,1,128.0,0.1,10.0,4.484375,4.4768274999987625,0.02642866840420139,0.0556792873051225,,,
als,5,0.25,0,128.0,0.1,40.0,0.703125,0.7022646999976132,0.07624280572109346,0.14699331848552338,,,
als,5,0.25,1,128.0,0.1,40.0,0.75,0.7438713999981701,0.07373624131674675,0.13808463251670378,,,
als,15,0.25,0,128.0,0.1,40.0,2.234375,2.226019099998666,0.06851481103871576,0.1358574610244989,,,
als,15,0.25,1,128.0,0.1,40.0,2.578125,2.631143599999632,0.05710795980276727,0.111358574610245,,,
als,30,0.25,0,128.0,0.1,40.0,4.75,4.818410200001381,0.046772749907666125,0.10022271714922049,,,
als,30,0.25,1,128.0,0.1,40.0,4.984375,5.103627600001346,0.04529994542556267,0.0935412026726058,,,
als,5,0.5,0,128.0,0.1,40.0,0.734375,0.7444030000006023,0.06300876375846572,0.12026726057906459,,,
als,5,0.5,1,128.0,0.1,40.0,0.765625,0.7665713999995205,0.08618815201662766,0.16481069042316257,,,
als,15,0.5,0,128.0,0.1,40.0,2.25,2.2494903999977396,0.03973655179762325,0.08463251670378619,,,
als,15,0.5,1,128.0,0.1,40.0,2.234375,2.2498903999985487,0.03909239795941276,0.0779510022271715,,,
als,30,0.5,0,128.0,0.1,40.0,4.125,4.1222701000006055,0.02341015847725555,0.04899777282850779,,,
als,30,0.5,1,128.0,0.1,40.0,4.046875,4.109728399998858,0.024046852779208133,0.051224944320712694,,,
als,5,1.0,0,128.0,0.1,40.0,0.671875,0.6681925000011688,0.06150907662153932,0.11804008908685969,,,
als,5,1.0,1,128.0,0.1,40.0,0.640625,0.6453165999992052,0.074625620930467,0.1514476614699332,,,
als,15,1.0,0,128.0,0.1,40.0,1.9375,1.9495378999999957,0.028850139714578164,0.0645879732739421,,,
als,15,1.0,1,128.0,0.1,40.0,2.265625,2.261459000001196,0.028162050691486605,0.062360801781737196,,,
als,30,1.0,0,128.0,0.1,40.0,4.53125,4.578658599999471,0.02351368354280174,0.04899777282850779,,,
als,30,1.0,1,128.0,0.1,40.0,4.46875,4.510705599997891,0.023842283675785364,0.0467706013363029,,,
multvae,10,0.25,0,,,,0.15625,0.15633290000187117,0.08543616186985739,0.18930957683741648,32.0,200.0,0.0
multvae,10,0.25,1,,,,0.15625,0.1509661000018241,0.09967056110287133,0.22494432071269488,32.0,200.0,0.0
multvae,20,0.25,0,,,,0.3125,0.2997858000017004,0.0973854736615925,0.22494432071269488,32.0,200.0,0.0
multvae,20,0.25,1,,,,0.296875,0.2992013000002771,0.09642037696356878,0.20935412026726058,32.0,200.0,0.0
multvae,10,0.5,0,,,,0.15625,0.14856009999857633,0.10646628553541562,0.22717149220489977,32.0,200.0,0.0
multvae,10,0.5,1,,,,0.15625,0.14911810000194237,0.1006679491240984,0.22271714922049,32.0,200.0,0.0
multvae,20,0.5,0,,,,0.296875,0.29980369999975665,0.13018757430559497,0.27839643652561247,32.0,200.0,0.0
multvae,20,0.5,1,,,,0.296875,0.2966923999993014,0.1432658109937479,0.3028953229398664,32.0,200.0,0.0
multvae,10,1.0,0,,,,0.15625,0.1519284999994852,0.09447053021265832,0.1870824053452116,32.0,200.0,0.0
multvae,10,1.0,1,,,,0.140625,0.14777500000127475,0.0913867625653174,0.1870824053452116,32.0,200.0,0.0
multvae,20,1.0,0,,,,0.296875,0.2967237999982899,0.17539873724963478,0.37193763919821826,32.0,200.0,0.0
multvae,20,1.0,1,,,,0.28125,0.292557199998555,0.16085904907392132,0.34966592427616927,32.0,200.0,0.0
multvae,10,0.25,0,,,,0.15625,0.1633070999996562,0.09547269034149264,0.21158129175946547,32.0,200.0,0.5
multvae,10,0.25,1,,,,0.15625,0.16439019999961602,0.09118161278850884,0.20044543429844097,32.0,200.0,0.5
multvae,20,0.25,0,,,,0.34375,0.3482981999986805,0.10152134022320376,0.22717149220489977,32.0,200.0,0.5
multvae,20,0.25,1,,,,0.328125,0.32918339999741875,0.09063513713172495,0.20489977728285078,32.0,200.0,0.5
multvae,10,0.5,0,,,,0.15625,0.16415100000085658,0.09972162685341547,0.22048997772828507,32.0,200.0,0.5
multvae,10,0.5,1,,,,0.15625,0.16191869999966002,0.09565252288166835,0.20489977728285078,32.0,200.0,0.5
multvae,20,0.5,0,,,,0.328125,0.3281678000021202,0.11172889518872406,0.24721603563474387,32.0,200.0,0.5
multvae,20,0.5,1,,,,0.359375,0.36019700000179,0.10949322986363884,0.23162583518930957,32.0,200.0,0.5
multvae,10,1.0,0,,,,0.1875,0.18209879999994882,0.09056563083543223,0.1870824053452116,32.0,200.0,0.5
multvae,10,1.0,1,,,,0.171875,0.17692019999958575,0.08581757858690098,0.17371937639198218,32.0,200.0,0.5
multvae,20,1.0,0,,,,0.328125,0.3262241999982507,0.13662034863983477,0.2717149220489978,32.0,200.0,0.5
multvae,20,1.0,1,,,,0.3125,0.31966389999797684,0.15449099752583872,0.3207126948775056,32.0,200.0,0.5
multvae,10,0.25,0,,,,0.234375,0.24409109999760403,0.105105639040586,0.22271714922049,32.0,600.0,0.0
multvae,10,0.25,1,,,,0.25,0.23977880000165896,0.11876928366830805,0.24498886414253898,32.0,600.0,0.0
multvae,20,0.25,0,,,,0.515625,0.5063216999988072,0.10178551681513205,0.18930957683741648,32.0,600.0,0.0
multvae,20,0.25,1,,,,0.5,0.4978263999983028,0.11301736005518045,0.22271714922049,32.0,600.0,0.0
multvae,10,0.5,0,,,,0.25,0.25441979999959585,0.1432981638096882,0.29175946547884185,32.0,600.0,0.0
multvae,10,0.5,1,,,,0.265625,0.26051619999998366,0.14183560248833463,0.2828507795100223,32.0,600.0,0.0
multvae,20,0.5,0,,,,0.5,0.5026434999999765,0.17060337537947784,0.3207126948775056,32.0,600.0,0.0
multvae,20,0.5,1,,,,0.5,0.49795419999645674,0.1686381663995676,0.34075723830734966,32.0,600.0,0.0
multvae,10,1.0,0,,,,0.25,0.2506712000031257,0.16411248294082068,0.34966592427616927,32.0,600.0,0.0
multvae,10,1.0,1,,,,0.25,0.2529651000004378,0.16983285736218398,0.3585746102449889,32.0,600.0,0.0
multvae,20,1.0,0,,,,0.5,0.5095328000024892,0.1782097025534069,0.36302895322939865,32.0,600.0,0.0
multvae,20,1.0,1,,,,0.515625,0.5088144000001193,0.16943692199689434,0.3518930957683742,32.0,600.0,0.0
multvae,10,0.25,0,,,,0.28125,0.2840552999987267,0.09855557349504881,0.22271714922049,32.0,600.0,0.5
multvae,10,0.25,1,,,,0.265625,0.2684597000006761,0.10087477655880189,0.2182628062360802,32.0,600.0,0.5
multvae,20,0.25,0,,,,0.546875,0.5519526999996742,0.10324855754636282,0.21380846325167038,32.0,600.0,0.5
multvae,20,0.25,1,,,,0.53125,0.5300064999973984,0.1170354463268116,0.25389755011135856,32.0,600.0,0.5
multvae,10,0.5,0,,,,0.265625,0.25998449999678996,0.12185394876521252,0.26057906458797325,32.0,600.0,0.5
multvae,10,0.5,1,,,,0.265625,0.2651469000011275,0.12179005376576109,0.267260579064588,32.0,600.0,0.5
multvae,20,0.5,0,,,,0.578125,0.5717397000007622,0.17754479551106037,0.34521158129175944,32.0,600.0,0.5
multvae,20,0.5,1,,,,0.5625,0.5561479999996664,0.17455731422855647,0.36525612472160357,32.0,600.0,0.5
multvae,10,1.0,0,,,,0.34375,0.3323889999992389,0.13584565457544656,0.2739420935412027,32.0,600.0,0.5
multvae,10,1.0,1,,,,0.265625,0.2691119000010076,0.1410477746615254,0.3028953229398664,32.0,600.0,0.5
multvae,20,1.0,0,,,,0.625,0.6144930000009481,0.17593581750643392,0.3741648106904232,32.0,600.0,0.5
multvae,20,1.0,1,,,,0.53125,0.5342416999992565,0.1761239073756157,0.36971046770601335,32.0,600.0,0.5
multvae,10,0.25,0,,,,0.203125,0.2065322999987984,0.10041705256277161,0.21380846325167038,64.0,200.0,0.0
multvae,10,0.25,1,,,,0.1875,0.18370719999802532,0.09700700468139092,0.22271714922049,64.0,200.0,0.0
multvae,20,0.25,0,,,,0.328125,0.3382062999990012,0.10626704918540411,0.23385300668151449,64.0,200.0,0.0
multvae,20,0.25,1,,,,0.34375,0.33957899999950314,0.0909682388908296,0.2026726057906459,64.0,200.0,0.0
multvae,10,0.5,0,,,,0.1875,0.19026640000083717,0.10540531253279994,0.22048997772828507,64.0,200.0,0.0
multvae,10,0.5,1,,,,0.1875,0.17662280000149622,0.10677471117463061,0.24276169265033407,64.0,200.0,0.0
multvae,20,0.5,0,,,,0.328125,0.3322536999985459,0.13180157166919426,0.267260579064588,64.0,200.0,0.0
multvae,20,0.5,1,,,,0.34375,0.33685239999977057,0.12770532654347844,0.267260579064588,64.0,200.0,0.0
multvae,10,1.0,0,,,,0.171875,0.17064980000213836,0.0850369794107274,0.1714922048997773,64.0,200.0,0.0
multvae,10,1.0,1,,,,0.15625,0.16207489999942482,0.08565311230762587,0.16926503340757237,64.0,200.0,0.0
multvae,20,1.0,0,,,,0.328125,0.3358437999995658,0.1732437944454264,0.3741648106904232,64.0,200.0,0.0
multvae,20,1.0,1,,,,0.359375,0.40952240000115125,0.16367888515469076,0.35412026726057905,64.0,200.0,0.0
multvae,10,0.25,0,,,,0.171875,0.18619820000094478,0.10549625694718616,0.22717149220489977,64.0,200.0,0.5
multvae,10,0.25,1,,,,0.1875,0.1843081999977585,0.08983037818404188,0.20935412026726058,64.0,200.0,0.5
multvae,20,0.25,0,,,,0.4375,0.43542730000262964,0.10446557490004711,0.23385300668151449,64.0,200.0,0.5
multvae,20,0.25,1,,,,0.421875,0.4186761999990267,0.08876017281249295,0.20935412026726058,64.0,200.0,0.5
multvae,10,0.5,0,,,,0.203125,0.19730130000243662,0.10522708101242643,0.23162583518930957,64.0,200.0,0.5
multvae,10,0.5,1,,,,0.234375,0.24384490000011283,0.08529103827092775,0.18930957683741648,64.0,200.0,0.5
multvae,20,0.5,0,,,,0.484375,0.48501409999880707,0.11434118235593703,0.2583518930957684,64.0,200.0,0.5
multvae,20,0.5,1,,,,0.515625,0.5152581000002101,0.10046131053889766,0.2182628062360802,64.0,200.0,0.5
multvae,10,1.0,0,,,,0.265625,0.2570945000006759,0.0812478479451471,0.16703786191536749,64.0,200.0,0.5
multvae,10,1.0,1,,,,0.21875,0.21969209999952,0.08291711305192163,0.16703786191536749,64.0,200.0,0.5
multvae,20,1.0,0,,,,0.4375,0.4297380999996676,0.14304021594437433,0.30734966592427615,64.0,200.0,0.5
multvae,20,1.0,1,,,,0.4375,0.4361903000026359,0.13083434202803074,0.2739420935412027,64.0,200.0,0.5
multvae,10,0.25,0,,,,0.328125,0.3318849000024784,0.1002639822120544,0.21603563474387527,64.0,600.0,0.0
multvae,10,0.25,1,,,,0.34375,0.46214210000107414,0.09378334170918143,0.2182628062360802,64.0,600.0,0.0
multvae,20,0.25,0,,,,0.796875,0.7987692999995488,0.08574199568047702,0.18262806236080179,64.0,600.0,0.0
multvae,20,0.25,1,,,,0.640625,0.635689700000512,0.09987536190137887,0.2026726057906459,64.0,600.0,0.0
multvae,10,0.5,0,,,,0.28125,0.28957140000056825,0.1421212749289986,0.289532293986637,64.0,600.0,0.0
multvae,10,0.5,1,,,,0.296875,0.3083232999997563,0.13214428763058908,0.2806236080178174,64.0,600.0,0.0
