dataset,method,seed,best_quality,best_config_id,n_unique,n_duplicates,spent_cpu_seconds,checkpoint_0.25,checkpoint_0.5,checkpoint_1.0,config_id,test_ndcg_at_10,test_recall_at_10
software,bocs,0,0.226265831352466,itemknn|topk=100;shrink=10.0|frac=1.0,40,0,131.18928191022388,0.221047141475536,0.221047141475536,0.226265831352466,itemknn|topk=100;shrink=10.0|frac=1.0,0.134105079471245,0.235364396654719
software,bocs,1,0.221047141475536,markov|order=2;smoothing=0.0;decay=false|frac=1.0,44,0,131.11111624410108,0.216786508894658,0.216916853482381,0.221047141475536,markov|order=2;smoothing=0.0;decay=false|frac=1.0,0.035303839340776,0.062724014336917
software,bocs,2,0.235366632471109,markov|order=1;smoothing=0.5;decay=true|frac=1.0,40,0,131.42548466435187,0.222595429902115,0.235366632471109,0.235366632471109,markov|order=1;smoothing=0.5;decay=true|frac=1.0,0.044298759835335,0.078255675029868
software,bocs,3,0.226969725559304,itemknn|topk=50;shrink=100.0|frac=1.0,35,1,130.75917740314327,0.210818845422599,0.226969725559304,0.226969725559304,itemknn|topk=50;shrink=100.0|frac=1.0,0.128581015254244,0.22879330943847
software,bocs,4,0.226265831352466,itemknn|topk=100;shrink=10.0|frac=1.0,39,0,133.11907679738562,0.211520901705741,0.211520901705741,0.226265831352466,itemknn|topk=100;shrink=10.0|frac=1.0,0.134105079471245,0.235364396654719
software,bocs,5,0.221047141475536,markov|order=2;smoothing=0.0;decay=false|frac=1.0,37,0,131.38958925189394,0.216613829786941,0.22098143571278,0.221047141475536,markov|order=2;smoothing=0.0;decay=false|frac=1.0,0.035303839340776,0.062724014336917
software,bocs,6,0.234937258133011,markov|order=1;smoothing=0.5;decay=false|frac=1.0,48,1,133.3878647526051,0.234937258133011,0.234937258133011,0.234937258133011,markov|order=1;smoothing=0.5;decay=false|frac=1.0,0.042418767272783,0.081839904420549
software,bocs,7,0.235366632471109,markov|order=1;smoothing=0.5;decay=true|frac=1.0,62,0,138.00734108191364,0.235366632471109,0.235366632471109,0.235366632471109,markov|order=1;smoothing=0.5;decay=true|frac=1.0,0.044298759835335,0.078255675029868
software,bocs,8,0.226686038281381,itemknn|topk=10;shrink=100.0|frac=1.0,34,0,133.79272054216423,0.226686038281381,0.226686038281381,0.226686038281381,itemknn|topk=10;shrink=100.0|frac=1.0,0.130054348170311,0.231182795698924
software,bocs,9,0.235366632471109,markov|order=1;smoothing=0.5;decay=true|frac=1.0,52,0,131.84912448974524,0.221047141475536,0.221047141475536,0.235366632471109,markov|order=1;smoothing=0.5;decay=true|frac=1.0,0.044298759835335,0.078255675029868
software,bocs,10,0.234937258133011,markov|order=1;smoothing=0.1;decay=false|frac=1.0,49,0,142.5864020927963,0.234937258133011,0.234937258133011,0.234937258133011,markov|order=1;smoothing=0.1;decay=false|frac=1.0,0.042418767272783,0.081839904420549
software,bocs,11,0.217341629655388,als|factors=64;epochs=15;regularisation=0.001;alpha=1.0|frac=1.0,46,0,131.7427616605853,0.211779022132558,0.215690517618274,0.217341629655388,als|factors=64;epochs=15;regularisation=0.001;alpha=1.0|frac=1.0,0.120836346614868,0.211469534050179
software,bocs,12,0.235348037614041,markov|order=1;smoothing=0.1;decay=true|frac=1.0,40,0,133.47713365066306,0.233814356686446,0.235348037614041,0.235348037614041,markov|order=1;smoothing=0.1;decay=true|frac=1.0,0.044001378443783,0.077060931899641
software,bocs,13,0.221047141475536,markov|order=2;smoothing=0.0;decay=false|frac=1.0,35,0,131.96239335271514,0.221047141475536,0.221047141475536,0.221047141475536,markov|order=2;smoothing=0.0;decay=false|frac=1.0,0.035303839340776,0.062724014336917
software,bocs,14,0.226969725559304,itemknn|topk=50;shrink=100.0|frac=1.0,46,0,132.82333519345238,0.226969725559304,0.226969725559304,0.226969725559304,itemknn|topk=50;shrink=100.0|frac=1.0,0.128581015254244,0.22879330943847
software,bocs,15,0.227301476663224,itemknn|topk=10;shrink=10.0|frac=1.0,38,0,131.75390625,0.227301476663224,0.227301476663224,0.227301476663224,itemknn|topk=10;shrink=10.0|frac=1.0,0.134237244099004,0.238351254480286
